frame,pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y,tipupx,tipupy,tipdownx,tipdowny,leftx,lefty,rightx,righty,eyex,eyey,tailx,taily,wristx,wristy,,body vector x,body vector y,wing vec down x,wing vec down y,wing vec up x,wing vec  up y,downangle,upangle,time
81,506.065869,317.382267,506.965314,316.680772,505.192865,317.651402,488.742301,309.059863,429.153087,305.321315,NaN,NaN,NaN,NaN,0,0,0,0,506.0746827,317.238147,429.153087,305.321315,488.742301,309.059863,,76.92159567,11.916832,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.675
82,508.244912,317.681559,509.37461,317.157643,507.859434,317.913562,491.345785,307.009498,439.027614,310.301224,NaN,NaN,NaN,NaN,0,0,0,0,508.4929853,317.5842547,439.027614,310.301224,491.345785,307.009498,,69.46537133,7.283030667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.683333333
83,510.936672,318.01078,511.400972,317.560003,510.736522,317.913562,493.496488,305.014548,434.74635,305.731927,NaN,NaN,449.205821,308.707028,0,0,0,0,511.024722,317.828115,434.74635,305.731927,493.496488,305.014548,,76.278372,12.096188,44.290667,-3.69248,#VALUE!,#VALUE!,13.77658943,#VALUE!,0.691666667
84,513.948879,318.639292,513.650712,318.320016,513.543436,318.372343,495.25101,303.241259,437.000999,305.731927,NaN,NaN,NaN,NaN,0,0,0,0,513.7143423,318.4438837,437.000999,305.731927,495.25101,303.241259,,76.71334333,12.71195667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.7
85,516.159967,319.118159,516.666321,318.632962,516.210005,318.700043,497.288518,302.41003,440.989993,306.224661,NaN,NaN,NaN,NaN,0,0,0,0,516.345431,318.8170547,440.989993,306.224661,497.288518,302.41003,,75.355438,12.59239367,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.708333333
86,518.499234,319.896317,518.461171,319.610014,518.455537,319.617604,500.288184,302.132954,441.900524,307.086945,NaN,NaN,NaN,NaN,0,0,0,0,518.4719807,319.7079783,441.900524,307.086945,500.288184,302.132954,,76.57145667,12.62103333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.716666667
87,520.35783,320.704405,520.631133,320.590249,520.537332,320.535165,502.38229,302.077539,445.369214,307.661801,NaN,NaN,NaN,NaN,0,0,0,0,520.508765,320.6099397,445.369214,307.661801,502.38229,302.077539,,75.139551,12.94813867,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.725
88,522.376649,321.60228,522.559988,321.557238,522.758147,321.523439,504.855251,301.566882,448.144167,308.524085,NaN,NaN,NaN,NaN,0,0,0,0,522.564928,321.5609857,448.144167,308.524085,504.855251,301.566882,,74.420761,13.03690067,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.733333333
89,526.541203,321.819384,526.330931,322.138364,526.03288,322.106017,506.263899,302.716236,451.396064,309.057879,NaN,NaN,NaN,NaN,0,0,0,0,526.3016713,322.021255,451.396064,309.057879,506.263899,302.716236,,74.90560733,12.963376,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.741666667
90,529.987794,322.803721,529.602421,322.880163,529.307614,322.805111,509.785518,303.274494,453.73743,310.084408,NaN,NaN,NaN,NaN,0,0,0,0,529.6326097,322.829665,453.73743,310.084408,509.785518,303.274494,,75.89517967,12.745257,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.75
91,532.52289,323.522021,532.590255,323.551315,531.808724,323.515176,513.010005,303.176615,457.336196,311.644731,NaN,NaN,NaN,NaN,0,0,0,0,532.3072897,323.529504,457.336196,311.644731,513.010005,303.176615,,74.97109367,11.884773,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.758333333
92,535.48525,324.479755,535.483538,324.469733,535.367206,324.652111,516.363929,304.096098,458.680313,313.122933,NaN,NaN,NaN,NaN,0,0,0,0,535.4453313,324.5338663,458.680313,313.122933,516.363929,304.096098,,76.76501833,11.41093333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.766666667
93,538.646999,325.437488,538.339,325.476461,538.513653,325.458967,519.449539,305.015581,465.09739,314.519011,NaN,NaN,NaN,NaN,0,0,0,0,538.499884,325.4576387,465.09739,314.519011,519.449539,305.015581,,73.402494,10.93862767,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.775
94,541.808748,326.714466,541.503246,326.451837,541.472812,326.37585,522.445711,306.679408,467.352039,316.243579,NaN,NaN,NaN,NaN,0,0,0,0,541.5949353,326.514051,467.352039,316.243579,522.445711,306.679408,,74.24289633,10.270472,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.783333333
95,544.913529,327.406163,545.285315,327.346706,544.394513,327.549459,524.368627,308.956223,470.690653,317.393292,NaN,NaN,NaN,NaN,0,0,0,0,544.8644523,327.4341093,470.690653,317.393292,524.368627,308.956223,,74.17379933,10.04081733,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.791666667
96,548.360121,328.523519,549.269094,328.11598,547.87808,328.31964,526.694014,310.050845,473.118737,318.501942,NaN,NaN,NaN,NaN,0,0,0,0,548.5024317,328.319713,473.118737,318.501942,526.694014,310.050845,,75.38369467,9.817771,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.8
97,551.949133,329.374837,552.008993,328.900953,551.474019,329.49325,529.734905,310.795189,475.141638,318.573777,NaN,NaN,NaN,NaN,0,0,0,0,551.810715,329.2563467,475.141638,318.573777,529.734905,310.795189,,76.669077,10.68256967,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.808333333
98,554.987115,330.212245,555.101885,329.999915,554.620466,330.043379,533.04411,311.451962,479.367071,319.431249,NaN,NaN,NaN,NaN,0,0,0,0,554.9031553,330.0851797,479.367071,319.431249,533.04411,311.451962,,75.53608433,10.65393067,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.816666667
99,558.303945,331.063564,559.052046,330.816287,557.99166,330.850236,537.024099,311.758457,481.863919,320.054865,NaN,NaN,NaN,NaN,0,0,0,0,558.449217,330.910029,481.863919,320.054865,537.024099,311.758457,,76.585298,10.855164,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.825
100,561.747371,331.962178,561.633441,331.534428,561.138107,331.620417,539.841395,312.634155,485.129027,320.964306,NaN,NaN,NaN,NaN,0,0,0,0,561.5063063,331.7056743,485.129027,320.964306,539.841395,312.634155,,76.37727933,10.74136833,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.833333333
101,565.391885,332.220403,565.734884,331.743755,565.128942,331.919963,542.882286,313.816347,489.870222,321.619078,NaN,NaN,NaN,NaN,0,0,0,0,565.4185703,331.9613737,489.870222,321.619078,542.882286,313.816347,,75.54834833,10.34229567,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.841666667
102,567.518707,333.387025,569.029487,332.413598,567.759305,332.604569,546.415086,314.516906,493.620637,323.197606,NaN,NaN,NaN,NaN,0,0,0,0,568.1024997,332.8017307,493.620637,323.197606,546.415086,314.516906,,74.48186267,9.604124667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.85
103,570.35447,333.418555,571.293125,333.041576,570.556147,333.289175,549.452185,314.424369,496.908038,323.855327,NaN,NaN,NaN,NaN,0,0,0,0,570.7345807,333.2497687,496.908038,323.855327,549.452185,314.424369,,73.82654267,9.394441667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.858333333
104,574.06797,333.89151,575.416981,333.355566,573.852425,333.517376,552.791202,314.709782,500.612152,324.863831,NaN,NaN,NaN,NaN,0,0,0,0,574.445792,333.5881507,500.612152,324.863831,552.791202,314.709782,,73.83364,8.724319667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.866666667
105,577.815228,334.049162,577.747856,333.732353,577.71473,333.97378,555.971219,316.162792,504.316267,325.433855,NaN,NaN,NaN,NaN,0,0,0,0,577.7592713,333.9184317,504.316267,325.433855,555.971219,316.162792,,73.44300433,8.484576667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.875
106,579.908291,334.553647,580.272422,334.082969,580.345094,334.332383,559.031677,317.01949,507.835175,326.398511,NaN,NaN,NaN,NaN,0,0,0,0,580.175269,334.3229997,507.835175,326.398511,559.031677,317.01949,,72.340094,7.924488667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.883333333
107,583.081645,334.553647,583.61932,334.008542,583.308414,333.97378,561.787692,317.884377,510.103945,327.143927,NaN,NaN,NaN,NaN,0,0,0,0,583.3364597,334.1786563,510.103945,327.143927,561.787692,317.884377,,73.23251467,7.034729333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.891666667
108,585.917408,334.86895,586.667387,334.082969,586.471509,334.332383,564.155037,318.610882,512.928332,328.371671,NaN,NaN,NaN,NaN,0,0,0,0,586.3521013,334.4281007,512.928332,328.371671,564.155037,318.610882,,73.42376933,6.056429667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.9
109,588.989363,334.920793,589.595923,334.287643,589.43483,334.332383,567.123053,319.026027,515.752719,328.853999,NaN,NaN,NaN,NaN,0,0,0,0,589.3400387,334.5136063,515.752719,328.853999,567.123053,319.026027,,73.58731967,5.659607333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.908333333
110,591.735102,334.920793,592.305316,334.473711,592.398151,334.332383,569.949734,319.337387,519.68834,329.424024,NaN,NaN,NaN,NaN,0,0,0,0,592.1461897,334.575629,519.68834,329.424024,569.949734,319.337387,,72.45784967,5.151605,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.916666667
111,594.930962,335.025894,595.452994,334.585351,595.52795,334.495384,573.306418,319.579555,521.864507,330.037896,NaN,NaN,NaN,NaN,0,0,0,0,595.3039687,334.7022097,521.864507,330.037896,573.306418,319.579555,,73.43946167,4.664313667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.925
112,597.766725,335.025894,598.381529,334.603958,598.02513,334.495384,575.709098,320.409847,524.086975,330.695616,NaN,NaN,NaN,NaN,0,0,0,0,598.0577947,334.708412,524.086975,330.695616,575.709098,320.409847,,73.97081967,4.012796,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.933333333
113,600.602489,335.046914,601.06292,334.554236,600.622198,334.527985,578.288444,321.343925,527.79109,331.48488,NaN,NaN,NaN,NaN,0,0,0,0,600.7625357,334.7097117,527.79109,331.48488,578.288444,321.343925,,72.97144567,3.224831667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.941666667
114,603.213191,335.109975,603.488978,334.636932,603.530972,334.701514,581.25646,321.516902,530.383969,332.405688,NaN,NaN,NaN,NaN,0,0,0,0,603.411047,334.8161403,530.383969,332.405688,581.25646,321.516902,,73.027078,2.410452333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.95
115,606.161484,335.046914,606.269205,334.488078,606.017054,334.701514,584.224475,321.170947,533.625069,333.01956,NaN,NaN,NaN,NaN,0,0,0,0,606.1492477,334.745502,533.625069,333.01956,584.224475,321.170947,,72.52417867,1.725942,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.958333333
116,609.109778,334.143045,609.545269,333.94228,609.134521,334.083317,586.839156,321.724475,536.449456,333.151104,NaN,NaN,NaN,NaN,0,0,0,0,609.2631893,334.056214,536.449456,333.151104,586.839156,321.724475,,72.81373333,0.90511,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.966666667
117,611.833011,333.932843,611.953618,333.760347,611.936296,333.812855,589.702782,321.704092,539.783159,333.589584,NaN,NaN,NaN,NaN,0,0,0,0,611.9076417,333.8353483,539.783159,333.589584,589.702782,321.704092,,72.12448267,0.245764333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.975
118,614.054746,334.384289,614.45051,333.69419,614.303993,333.793537,592.026942,322.47288,542.885354,333.89652,NaN,NaN,NaN,NaN,0,0,0,0,614.2697497,333.9573387,542.885354,333.89652,592.026942,322.47288,,71.38439567,0.060818667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.983333333
119,617.205594,333.795723,616.965111,333.594953,617.322806,333.175339,594.602363,322.780396,546.080153,333.589584,NaN,NaN,NaN,NaN,0,0,0,0,617.1645037,333.522005,546.080153,333.589584,594.602363,322.780396,,71.08435067,-0.067579,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.991666667
120,619.726272,333.655588,619.479711,333.512257,619.473464,333.387845,597.74312,322.65739,548.071114,334.071912,NaN,NaN,NaN,NaN,0,0,0,0,619.5598157,333.5185633,548.071114,334.071912,597.74312,322.65739,,71.48870167,-0.553348667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1
121,621.3167,333.487427,621.533892,333.413021,621.36382,333.387533,600.915285,322.47288,551.109485,334.878038,NaN,NaN,NaN,NaN,0,0,0,0,621.404804,333.429327,551.109485,334.878038,600.915285,322.47288,,70.295319,-1.448711,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.008333333
122,625.547838,332.618591,625.412043,332.304884,625.524932,332.371752,603.239445,322.688141,554.156698,334.878038,NaN,NaN,NaN,NaN,0,0,0,0,625.4949377,332.4317423,554.156698,334.878038,603.239445,322.688141,,71.33823967,-2.446295667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.016666667
123,627.288307,332.478456,628.493314,331.527535,628.354476,331.66197,606.191757,323.118663,556.383507,334.878038,NaN,NaN,NaN,NaN,0,0,0,0,628.0453657,331.8893203,556.383507,334.878038,606.191757,323.118663,,71.66185867,-2.988717667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.025
124,629.778977,331.721729,630.317098,331.11817,630.435711,331.181149,608.327472,323.641439,558.961918,335.432989,NaN,NaN,NaN,NaN,0,0,0,0,630.177262,331.3403493,558.961918,335.432989,608.327472,323.641439,,71.215344,-4.092639667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.033333333
125,632.779784,330.852893,633.056005,330.191967,632.750792,330.448471,609.332514,325.363525,561.657529,335.821455,NaN,NaN,NaN,NaN,0,0,0,0,632.8621937,330.497777,561.657529,335.821455,609.332514,325.363525,,71.20466467,-5.323678,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.041666667
126,635.150422,330.264327,635.857876,329.251062,635.580336,329.372349,611.279783,327.485381,564.939143,335.65497,NaN,NaN,NaN,NaN,0,0,0,0,635.5295447,329.629246,564.939143,335.65497,611.279783,327.485381,,70.59040167,-6.025724,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.05
127,638.001189,328.94706,638.675488,328.501278,638.334616,328.753937,613.446906,329.422728,568.396557,336.209921,NaN,NaN,NaN,NaN,0,0,0,0,638.3370977,328.7340917,568.396557,336.209921,613.446906,329.422728,,69.94054067,-7.475829333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.058333333
128,640.041739,328.050198,639.981978,327.883809,640.071432,327.994122,615.425583,330.560535,570.037364,335.377494,NaN,NaN,NaN,NaN,0,0,0,0,640.0317163,327.976043,570.037364,335.377494,615.425583,330.560535,,69.99435233,-7.401451,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.066666667
129,642.063993,326.987925,642.044029,326.869396,642.122353,326.836309,618.469153,330.775455,572.674375,335.54398,581.18747,319.862972,NaN,NaN,0,0,0,0,642.0767917,326.8978767,572.674375,335.54398,618.469153,330.775455,,69.40241667,-8.646103333,#VALUE!,#VALUE!,37.281683,10.912483,#VALUE!,23.41622437,1.075
130,644.411291,326.464755,644.027376,326.031402,644.247182,325.895586,621.968189,330.92124,575.897388,335.211009,NaN,NaN,NaN,NaN,0,0,0,0,644.2286163,326.130581,575.897388,335.211009,621.968189,330.92124,,68.33122833,-9.080428,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.083333333
131,646.545199,325.293851,646.844988,324.943481,646.963267,324.846318,625.31833,330.775455,577.303794,335.044523,NaN,NaN,NaN,NaN,0,0,0,0,646.7844847,325.0278833,577.303794,335.044523,625.31833,330.775455,,69.48069067,-10.01663967,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.091666667
132,649.345952,324.098034,649.914224,323.441971,649.457631,323.507596,628.035667,330.410992,579.765004,334.434077,NaN,NaN,NaN,NaN,0,0,0,0,649.5726023,323.6825337,579.765004,334.434077,628.035667,330.410992,,69.80759833,-10.75154333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.1
133,651.293143,323.201172,651.992016,322.540271,651.527029,322.548782,630.343541,330.410992,582.753616,333.324174,NaN,NaN,NaN,NaN,0,0,0,0,651.6040627,322.7634083,582.753616,333.324174,630.343541,330.410992,,68.85044667,-10.56076567,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.108333333
134,653.267008,322.005355,653.545113,321.501354,653.855102,321.517605,633.358668,330.410992,589.248069,332.533215,NaN,NaN,NaN,NaN,0,0,0,0,653.555741,321.6747713,589.248069,332.533215,633.358668,330.410992,,64.307672,-10.85844367,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.116666667
135,655.374241,320.834451,655.643892,320.462438,655.692217,320.617562,637.267166,330.010083,589.494468,332.333207,NaN,NaN,NaN,NaN,0,0,0,0,655.5701167,320.6381503,589.494468,332.333207,637.267166,330.010083,,66.07564867,-11.69505667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.125
136,657.054694,319.887763,657.912462,319.364122,657.334597,319.524072,639.202803,329.791406,591.14886,331.299832,NaN,NaN,NaN,NaN,0,0,0,0,657.4339177,319.5919857,591.14886,331.299832,639.202803,329.791406,,66.28505767,-11.70784633,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.133333333
137,659.135253,318.368079,659.759388,318.022461,659.403995,318.076805,642.51572,329.244712,593.43685,330.433131,NaN,NaN,NaN,NaN,0,0,0,0,659.4328787,318.1557817,593.43685,330.433131,642.51572,329.244712,,65.99602867,-12.27734933,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.141666667
138,661.172572,317.271939,661.811528,316.645952,661.210612,317.079799,646.05198,328.47934,595.161643,329.833106,NaN,NaN,NaN,NaN,0,0,0,0,661.3982373,316.99923,595.161643,329.833106,646.05198,328.47934,,66.23659433,-12.833876,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.15
139,663.270915,316.076122,663.583831,315.722471,663.509944,315.712936,649.212467,327.911464,597.273634,329.399755,NaN,NaN,NaN,NaN,0,0,0,0,663.4548967,315.8371763,597.273634,329.399755,649.212467,327.911464,,66.18126267,-13.56257867,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.158333333
140,664.76465,315.17926,665.542692,314.520204,665.103052,314.957142,651.842948,327.814274,599.174425,328.599723,NaN,NaN,NaN,NaN,0,0,0,0,665.136798,314.8855353,599.174425,328.599723,651.842948,327.814274,,65.962373,-13.71418767,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.166666667
141,666.791862,314.149529,667.389618,313.614147,667.763706,313.60636,653.381531,327.133943,600.230421,328.333046,NaN,NaN,NaN,NaN,0,0,0,0,667.315062,313.790012,600.230421,328.333046,653.381531,327.133943,,67.084641,-14.543034,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.175
142,668.85464,312.920495,669.355656,312.772046,669.406086,312.609354,654.423797,325.627498,602.166412,327.533013,NaN,NaN,NaN,NaN,0,0,0,0,669.2054607,312.7672983,602.166412,327.533013,654.423797,325.627498,,67.03904867,-14.76571467,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.183333333
143,670.881852,312.05685,671.320736,311.796293,671.360517,311.676671,655.515695,324.266837,604.137604,326.832985,NaN,NaN,NaN,NaN,0,0,0,0,671.1877017,311.8432713,604.137604,326.832985,655.515695,324.266837,,67.05009767,-14.98971367,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.191666667
144,673.15802,310.993901,673.410187,310.959933,673.985428,310.846191,657.798754,322.225846,605.299199,326.3663,NaN,NaN,NaN,NaN,0,0,0,0,673.5178783,310.9333417,605.299199,326.3663,657.798754,322.225846,,68.21867933,-15.43295833,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.2
145,675.185232,310.296342,675.748383,310.123573,675.751898,310.01714,660.727026,319.990475,608.115186,324.966243,NaN,NaN,NaN,NaN,0,0,0,0,675.5618377,310.145685,608.115186,324.966243,660.727026,319.990475,,67.44665167,-14.820558,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.208333333
146,677.070184,309.96417,676.942356,310.123573,677.503769,309.788436,663.75456,316.151468,610.051178,324.499558,NaN,NaN,NaN,NaN,0,0,0,0,677.172103,309.9587263,610.051178,324.499558,663.75456,316.151468,,67.120925,-14.54083167,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.216666667
147,679.666438,309.100525,679.802915,309.147819,679.635213,309.431086,665.392407,313.089982,612.867166,323.332844,NaN,NaN,NaN,NaN,0,0,0,0,679.701522,309.2264767,612.867166,323.332844,665.392407,313.089982,,66.834356,-14.10636733,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.225
148,681.337999,309.100525,681.370004,308.915497,681.124304,309.045148,664.808877,307.74859,614.27516,322.766154,NaN,NaN,NaN,NaN,0,0,0,0,681.2774357,309.02039,614.27516,322.766154,664.808877,307.74859,,67.00227567,-13.745764,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.233333333
149,683.045125,308.735137,683.317552,308.479715,683.363138,308.448668,667.014731,302.910685,615.577554,322.2328,NaN,NaN,NaN,NaN,0,0,0,0,683.2419383,308.5545067,615.577554,322.2328,667.014731,302.910685,,67.66438433,-13.67829333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.241666667
150,685.072337,308.735137,684.975847,308.60362,685.192871,308.524903,669.397054,300.491733,617.971143,321.432767,NaN,NaN,NaN,NaN,0,0,0,0,685.0803517,308.62122,617.971143,321.432767,669.397054,300.491733,,67.10920867,-12.811547,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.25
151,688.336118,308.34104,688.203995,308.293857,688.813405,308.054789,670.36763,298.331954,619.801535,319.766033,NaN,NaN,643.394283,324.358826,0,0,0,0,688.4511727,308.2298953,619.801535,319.766033,670.36763,298.331954,,68.64963767,-11.53613767,26.973347,-26.026872,#VALUE!,#VALUE!,34.4378542,#VALUE!,1.258333333
152,691.097025,308.124514,691.100483,307.922141,691.40877,308.054789,671.691142,296.085784,621.983926,319.666029,NaN,NaN,NaN,NaN,0,0,0,0,691.2020927,308.0338147,621.983926,319.666029,671.691142,296.085784,,69.21816667,-11.63221433,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.266666667
153,693.09921,308.222935,694.019083,307.942792,693.40848,307.740899,672.220547,294.789917,624.923096,318.995681,NaN,NaN,NaN,NaN,0,0,0,0,693.5089243,307.9688753,624.923096,318.995681,672.220547,294.789917,,68.58582833,-11.02680567,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.275
154,696.176252,308.439461,696.805018,308.273206,695.838511,308.207719,674.073464,292.0254,627.180286,318.995681,NaN,NaN,NaN,NaN,0,0,0,0,696.2732603,308.3067953,627.180286,318.995681,674.073464,292.0254,,69.09297433,-10.68888567,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.283333333
155,698.852857,308.34104,698.772862,308.046047,698.822219,308.207719,676.367553,291.420662,629.516676,318.245651,NaN,NaN,NaN,NaN,0,0,0,0,698.8159793,308.1982687,629.516676,318.245651,676.367553,291.420662,,69.29930333,-10.04738233,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.291666667
156,702.161731,308.439461,702.133673,308.190603,702.113527,308.283012,678.661641,290.124795,632.288664,317.98314,NaN,NaN,NaN,NaN,0,0,0,0,702.1363103,308.3043587,632.288664,317.98314,678.661641,290.124795,,69.84764633,-9.678781333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.3
157,704.901563,308.34104,704.919609,308.293857,705.035715,308.283012,682.367476,292.0254,635.654649,317.795633,NaN,NaN,NaN,NaN,0,0,0,0,704.9522957,308.3059697,635.654649,317.795633,682.367476,292.0254,,69.29764667,-9.489663333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.308333333
158,707.964639,308.361733,708.634189,307.942792,708.808605,307.975502,686.073311,292.457356,638.783036,317.570624,NaN,NaN,NaN,NaN,0,0,0,0,708.4691443,308.0933423,638.783036,317.570624,686.073311,292.457356,,69.68610833,-9.477281667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.316666667
159,711.055731,308.8604,712.34877,308.046047,712.417765,307.797029,690.220317,292.457356,641.634223,317.270612,NaN,NaN,NaN,NaN,0,0,0,0,711.9407553,308.234492,641.634223,317.270612,690.220317,292.457356,,70.30653233,-9.03612,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.325
160,714.287328,309.306575,715.267369,308.706874,715.388941,308.546617,692.514405,292.889312,643.337016,317.420618,NaN,NaN,NaN,NaN,0,0,0,0,714.9812127,308.8533553,643.337016,317.420618,692.514405,292.889312,,71.64419667,-8.567262667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.333333333
161,717.71563,309.149102,718.021782,308.923562,718.433031,309.010648,694.896727,293.407658,646.821801,317.458119,NaN,NaN,NaN,NaN,0,0,0,0,718.0568143,309.0277707,646.821801,317.458119,694.896727,293.407658,,71.23501333,-8.430348333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.341666667
162,721.087731,309.411558,721.412074,309.694527,722.188015,309.474679,697.631986,294.703526,650.148186,317.195609,NaN,NaN,NaN,NaN,0,0,0,0,721.5626067,309.5269213,650.148186,317.195609,697.631986,294.703526,,71.41442067,-7.668687667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.35
